is_wordforms_sentence_1559_0006.txt	en_wordforms_sentence_1559_0009.txt
is_wordforms_sentence_1559_0006.txt	en_wordforms_sentence_1559_0122.txt
is_wordforms_sentence_1559_0008.txt	en_wordforms_sentence_1559_0001.txt
is_wordforms_sentence_1559_0009.txt	en_wordforms_sentence_1559_0184.txt
is_wordforms_sentence_1559_0010.txt	en_wordforms_sentence_1559_0186.txt
is_wordforms_sentence_1559_0011.txt	en_wordforms_sentence_1559_0188.txt
is_wordforms_sentence_1559_0018.txt	en_wordforms_sentence_1559_0018.txt
is_wordforms_sentence_1559_0019.txt	en_wordforms_sentence_1559_0019.txt
is_wordforms_sentence_1559_0020.txt	en_wordforms_sentence_1559_0020.txt
is_wordforms_sentence_1559_0024.txt	en_wordforms_sentence_1559_0028.txt
is_wordforms_sentence_1559_0024.txt	en_wordforms_sentence_1559_0027.txt
is_wordforms_sentence_1559_0025.txt	en_wordforms_sentence_1559_0030.txt
is_wordforms_sentence_1559_0025.txt	en_wordforms_sentence_1559_0029.txt
is_wordforms_sentence_1559_0026.txt	en_wordforms_sentence_1559_0031.txt
is_wordforms_sentence_1559_0028.txt	en_wordforms_sentence_1559_0034.txt
is_wordforms_sentence_1559_0030.txt	en_wordforms_sentence_1559_0036.txt
is_wordforms_sentence_1559_0031.txt	en_wordforms_sentence_1559_0037.txt
is_wordforms_sentence_1559_0032.txt	en_wordforms_sentence_1559_0039.txt
is_wordforms_sentence_1559_0035.txt	en_wordforms_sentence_1559_0042.txt
is_wordforms_sentence_1559_0037.txt	en_wordforms_sentence_1559_0045.txt
is_wordforms_sentence_1559_0042.txt	en_wordforms_sentence_1559_0060.txt
is_wordforms_sentence_1559_0056.txt	en_wordforms_sentence_1559_0081.txt
is_wordforms_sentence_1559_0058.txt	en_wordforms_sentence_1559_0080.txt
is_wordforms_sentence_1559_0065.txt	en_wordforms_sentence_1559_0089.txt
is_wordforms_sentence_1559_0066.txt	en_wordforms_sentence_1559_0089.txt
is_wordforms_sentence_1559_0068.txt	en_wordforms_sentence_1559_0093.txt
is_wordforms_sentence_1559_0068.txt	en_wordforms_sentence_1559_0094.txt
is_wordforms_sentence_1559_0074.txt	en_wordforms_sentence_1559_0104.txt
is_wordforms_sentence_1559_0077.txt	en_wordforms_sentence_1559_0107.txt
is_wordforms_sentence_1559_0077.txt	en_wordforms_sentence_1559_0108.txt
is_wordforms_sentence_1559_0084.txt	en_wordforms_sentence_1559_0116.txt
is_wordforms_sentence_1559_0086.txt	en_wordforms_sentence_1559_0156.txt
is_wordforms_sentence_1559_0087.txt	en_wordforms_sentence_1559_0163.txt
is_wordforms_sentence_1559_0088.txt	en_wordforms_sentence_1559_0163.txt
is_wordforms_sentence_1559_0089.txt	en_wordforms_sentence_1559_0164.txt
is_wordforms_sentence_1559_0090.txt	en_wordforms_sentence_1559_0166.txt
is_wordforms_sentence_1559_0091.txt	en_wordforms_sentence_1559_0175.txt
is_wordforms_sentence_1559_0092.txt	en_wordforms_sentence_1559_0180.txt
is_wordforms_sentence_1567_0003.txt	en_wordforms_sentence_1567_0126.txt
is_wordforms_sentence_1567_0007.txt	en_wordforms_sentence_1567_0014.txt
is_wordforms_sentence_1567_0023.txt	en_wordforms_sentence_1567_0068.txt
is_wordforms_sentence_1567_0030.txt	en_wordforms_sentence_1567_0090.txt
is_wordforms_sentence_1567_0032.txt	en_wordforms_sentence_1567_0094.txt
is_wordforms_sentence_1567_0041.txt	en_wordforms_sentence_1567_0107.txt
is_wordforms_sentence_1567_0041.txt	en_wordforms_sentence_1567_0135.txt
is_wordforms_sentence_1567_0048.txt	en_wordforms_sentence_1567_0116.txt
is_wordforms_sentence_1567_0055.txt	en_wordforms_sentence_1567_0119.txt
is_wordforms_sentence_1567_0065.txt	en_wordforms_sentence_1567_0055.txt
is_wordforms_sentence_1567_0065.txt	en_wordforms_sentence_1567_0057.txt
is_wordforms_sentence_1567_0070.txt	en_wordforms_sentence_1567_0084.txt
is_wordforms_sentence_1567_0098.txt	en_wordforms_sentence_1567_0105.txt
is_wordforms_sentence_1567_0099.txt	en_wordforms_sentence_1567_0107.txt
is_wordforms_sentence_1567_0099.txt	en_wordforms_sentence_1567_0135.txt
is_wordforms_sentence_1567_0126.txt	en_wordforms_sentence_1567_0146.txt
is_wordforms_sentence_1567_0130.txt	en_wordforms_sentence_1567_0150.txt
is_wordforms_sentence_1888_0001.txt	en_wordforms_sentence_1888_0099.txt
is_wordforms_sentence_1888_0001.txt	en_wordforms_sentence_1888_0001.txt
is_wordforms_sentence_1888_0003.txt	en_wordforms_sentence_1888_0003.txt
is_wordforms_sentence_1888_0008.txt	en_wordforms_sentence_1888_0011.txt
is_wordforms_sentence_1888_0009.txt	en_wordforms_sentence_1888_0010.txt
is_wordforms_sentence_1888_0012.txt	en_wordforms_sentence_1888_0014.txt
is_wordforms_sentence_1888_0017.txt	en_wordforms_sentence_1888_0015.txt
is_wordforms_sentence_1888_0031.txt	en_wordforms_sentence_1888_0021.txt
is_wordforms_sentence_1888_0033.txt	en_wordforms_sentence_1888_0023.txt
is_wordforms_sentence_1888_0034.txt	en_wordforms_sentence_1888_0024.txt
is_wordforms_sentence_1888_0041.txt	en_wordforms_sentence_1888_0026.txt
is_wordforms_sentence_1888_0050.txt	en_wordforms_sentence_1888_0033.txt
is_wordforms_sentence_1888_0052.txt	en_wordforms_sentence_1888_0041.txt
is_wordforms_sentence_1888_0055.txt	en_wordforms_sentence_1888_0038.txt
is_wordforms_sentence_1888_0064.txt	en_wordforms_sentence_1888_0045.txt
is_wordforms_sentence_1888_0068.txt	en_wordforms_sentence_1888_0047.txt
is_wordforms_sentence_1888_0077.txt	en_wordforms_sentence_1888_0072.txt
is_wordforms_sentence_1888_0079.txt	en_wordforms_sentence_1888_0053.txt
is_wordforms_sentence_1888_0081.txt	en_wordforms_sentence_1888_0073.txt
is_wordforms_sentence_1888_0086.txt	en_wordforms_sentence_1888_0082.txt
is_wordforms_sentence_1888_0090.txt	en_wordforms_sentence_1888_0086.txt
is_wordforms_sentence_1888_0120.txt	en_wordforms_sentence_1888_0068.txt
is_wordforms_sentence_21458_0005.txt	en_wordforms_sentence_21458_0266.txt
is_wordforms_sentence_21458_0005.txt	en_wordforms_sentence_21458_0002.txt
is_wordforms_sentence_21458_0005.txt	en_wordforms_sentence_21458_0271.txt
is_wordforms_sentence_21458_0005.txt	en_wordforms_sentence_21458_0021.txt
is_wordforms_sentence_25431_0001.txt	en_wordforms_sentence_25431_0001.txt
is_wordforms_sentence_25431_0004.txt	en_wordforms_sentence_25431_0003.txt
is_wordforms_sentence_25431_0005.txt	en_wordforms_sentence_25431_0011.txt
is_wordforms_sentence_25431_0006.txt	en_wordforms_sentence_25431_0008.txt
is_wordforms_sentence_25431_0006.txt	en_wordforms_sentence_25431_0009.txt
is_wordforms_sentence_25431_0011.txt	en_wordforms_sentence_25431_0035.txt
is_wordforms_sentence_25431_0017.txt	en_wordforms_sentence_25431_0039.txt
is_wordforms_sentence_25431_0129.txt	en_wordforms_sentence_25431_0128.txt
is_wordforms_sentence_25431_0146.txt	en_wordforms_sentence_25431_0164.txt
is_wordforms_sentence_25431_0299.txt	en_wordforms_sentence_25431_0216.txt
is_wordforms_sentence_25431_0322.txt	en_wordforms_sentence_25431_0249.txt
is_wordforms_sentence_30838_0001.txt	en_wordforms_sentence_30838_0001.txt
is_wordforms_sentence_30838_0002.txt	en_wordforms_sentence_30838_0002.txt
is_wordforms_sentence_30838_0004.txt	en_wordforms_sentence_30838_0004.txt
is_wordforms_sentence_30838_0004.txt	en_wordforms_sentence_30838_0106.txt
is_wordforms_sentence_30838_0007.txt	en_wordforms_sentence_30838_0025.txt
is_wordforms_sentence_30838_0008.txt	en_wordforms_sentence_30838_0028.txt
is_wordforms_sentence_30838_0015.txt	en_wordforms_sentence_30838_0027.txt
is_wordforms_sentence_30838_0016.txt	en_wordforms_sentence_30838_0026.txt
is_wordforms_sentence_30838_0025.txt	en_wordforms_sentence_30838_0648.txt
is_wordforms_sentence_30838_0031.txt	en_wordforms_sentence_30838_0046.txt
is_wordforms_sentence_30838_0032.txt	en_wordforms_sentence_30838_0046.txt
is_wordforms_sentence_30838_0034.txt	en_wordforms_sentence_30838_0045.txt
is_wordforms_sentence_30838_0069.txt	en_wordforms_sentence_30838_0069.txt
is_wordforms_sentence_30838_0084.txt	en_wordforms_sentence_30838_0069.txt
